Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Discount_Flag,Promo_Flag,Subscriber_Flag,Purchase_Freq_Annual,Est_Annual_Revenue,Promo_Dependency_Score,Satisfaction_Score,Loyalty_Index_A,Loyalty_Index_B,Value_Tier,Retention_Risk,Organic_Buyer,Segment
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,30,Cash,Every 3 Months,1,1,1,4,208,2,0.24000000000000005,0.46650660264105637,0.09851737451737452,Medium,1,0,Loyal Promo-Driven
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,38,Venmo,Every 3 Months,1,1,1,4,84,2,0.4,0.5481392557022808,0.14494208494208494,Low,1,0,Loyal Promo-Driven
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months,1,1,1,4,268,2,0.4800000000000001,0.3134453781512605,0.18715057915057917,Medium,1,0,Casual Promo-Driven
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,Yes,49,Cash,Monthly,1,1,1,12,504,2,0.11999999999999993,0.7152861144457783,0.07937451737451735,Medium,0,0,Loyal Promo-Driven
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly,1,1,1,4,252,2,0.8399999999999999,0.568547418967587,0.31191505791505786,Medium,0,0,Loyal Promo-Driven
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,Yes,40,Debit Card,Weekly,1,1,1,52,2132,2,0.5199999999999999,0.8979591836734694,0.3450888030888031,Premium,0,0,Loyal Promo-Driven
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,Yes,5,PayPal,Weekly,1,1,1,52,2392,2,0.040000000000000036,0.5408163265306122,0.1971660231660232,Premium,0,0,Loyal Promo-Driven
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,Yes,5,PayPal,Monthly,1,1,1,12,948,2,0.6399999999999999,0.26630652260904364,0.2956602316602316,High,0,0,Casual Promo-Driven
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months,1,1,1,4,360,2,0.31999999999999995,0.2114045618247299,0.1382548262548262,Medium,1,0,Casual Promo-Driven
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,Yes,1,Cash,Weekly,1,1,1,52,3692,2,0.36,0.5,0.40955212355212356,Premium,0,0,Loyal Promo-Driven
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,Yes,21,Venmo,Weekly,1,1,1,52,4524,2,0.2,0.7040816326530612,0.41779922779922785,Premium,0,0,Loyal Promo-Driven
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,Yes,18,PayPal,Annually,1,1,1,1,66,2,0.2800000000000001,0.32346938775510203,0.10155212355212356,Low,1,0,Casual Promo-Driven
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,Yes,49,Cash,Quarterly,1,1,1,4,360,2,0.8,0.6603841536614646,0.30625482625482625,Medium,0,0,Loyal Promo-Driven
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,Yes,27,Debit Card,Weekly,1,1,1,52,2444,2,0.9199999999999999,0.7653061224489796,0.5091814671814672,Premium,0,0,Loyal Promo-Driven
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,Yes,21,Venmo,Annually,1,1,1,1,38,2,0.4800000000000001,0.35408163265306125,0.1693899613899614,Low,1,0,Casual Promo-Driven
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,Yes,19,Cash,Fortnightly,1,1,1,26,1300,2,0.36,0.5052420968387354,0.22484169884169886,High,0,0,Loyal Promo-Driven
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,1,1,1,12,948,2,0.8399999999999999,0.4499799919967987,0.3656602316602316,High,0,0,Loyal Promo-Driven
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,Yes,26,PayPal,Fortnightly,1,1,1,26,2366,2,0.6399999999999999,0.576670668267307,0.4051583011583011,Premium,0,0,Loyal Promo-Driven
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,1,1,1,26,1560,2,0.4,0.4440176070428171,0.25891891891891894,High,0,0,Loyal Promo-Driven
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,Yes,36,Bank Transfer,Quarterly,1,1,1,4,324,2,0.5199999999999999,0.5277310924369748,0.20547490347490344,Medium,0,0,Loyal Promo-Driven
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,Yes,39,Bank Transfer,Bi-Weekly,1,1,1,26,2340,2,0.040000000000000036,0.7093237294917967,0.19315057915057918,Premium,0,0,Loyal Promo-Driven
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,Yes,40,Debit Card,Fortnightly,1,1,1,26,1820,2,0.7600000000000001,0.7195278111244497,0.40499613899613907,Premium,0,0,Loyal Promo-Driven
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,Yes,37,Debit Card,Quarterly,1,1,1,4,252,2,0.040000000000000036,0.5379351740696279,0.03191505791505792,Medium,1,0,Loyal Promo-Driven
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,Yes,9,Venmo,Bi-Weekly,1,1,1,26,754,2,0.44000000000000006,0.40320128051220483,0.21067953667953668,High,0,0,Loyal Promo-Driven
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,Yes,7,Venmo,Every 3 Months,1,1,1,4,360,2,0.68,0.231812725090036,0.2642548262548262,Medium,0,0,Casual Promo-Driven
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,Yes,25,Bank Transfer,Annually,1,1,1,1,22,2,0.8399999999999999,0.39489795918367343,0.2941544401544401,Low,0,0,Casual Promo-Driven
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,42,Venmo,Bi-Weekly,1,1,1,26,572,2,0.31999999999999995,0.7399359743897559,0.1546254826254826,Medium,0,0,Loyal Promo-Driven
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,Yes,19,Debit Card,Weekly,1,1,1,52,3224,2,0.36,0.6836734693877551,0.3734131274131274,Premium,0,0,Loyal Promo-Driven
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,Yes,41,Debit Card,Every 3 Months,1,1,1,4,228,2,0.7600000000000001,0.57875150060024,0.28206177606177607,Medium,0,0,Loyal Promo-Driven
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,Yes,50,Cash,Bi-Weekly,1,1,1,26,832,2,0.72,0.8215686274509804,0.31470270270270273,High,0,0,Loyal Promo-Driven
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,Yes,43,PayPal,Monthly,1,1,1,12,636,2,0.4,0.65406162464986,0.18756756756756757,High,0,0,Loyal Promo-Driven
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,Yes,36,Venmo,Every 3 Months,1,1,1,4,316,2,0.8800000000000001,0.5277310924369748,0.33085714285714285,Medium,0,0,Loyal Promo-Driven
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,Yes,33,Debit Card,Fortnightly,1,1,1,26,1586,2,0.24000000000000005,0.6480992396958783,0.20492664092664092,High,0,0,Loyal Promo-Driven
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,Yes,20,Bank Transfer,Every 3 Months,1,1,1,4,312,2,0.44000000000000006,0.3644657863145258,0.17654826254826256,Medium,1,0,Casual Promo-Driven
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,Yes,37,Venmo,Every 3 Months,1,1,1,4,388,2,0.9199999999999999,0.5379351740696279,0.3504169884169884,Medium,0,0,Loyal Promo-Driven
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,Yes,12,PayPal,Every 3 Months,1,1,1,4,312,2,0.4800000000000001,0.2828331332533013,0.19054826254826257,Medium,1,0,Casual Promo-Driven
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months,1,1,1,4,224,2,0.2800000000000001,0.6297719087635054,0.11375289575289577,Medium,1,0,Loyal Promo-Driven
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,1,1,1,26,650,2,0.5599999999999999,0.597078831532613,0.24464864864864863,High,0,0,Loyal Promo-Driven
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,Yes,30,PayPal,Fortnightly,1,1,1,26,728,2,0.4,0.6174869947979191,0.19467181467181466,High,0,0,Loyal Promo-Driven
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly,1,1,1,26,1482,2,0.11999999999999993,0.597078831532613,0.15489575289575286,High,0,0,Loyal Promo-Driven
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,1,1,1,26,936,2,0.08000000000000007,0.5154461784713885,0.09873359073359077,High,0,0,Loyal Promo-Driven
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,Yes,39,Bank Transfer,Every 3 Months,1,1,1,4,276,2,0.24000000000000005,0.5583433373349339,0.10376833976833977,Medium,1,0,Loyal Promo-Driven
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,Yes,48,Cash,Bi-Weekly,1,1,1,26,1248,2,0.44000000000000006,0.8011604641856742,0.24882625482625484,High,0,0,Loyal Promo-Driven
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,32,Credit Card,Every 3 Months,1,1,1,4,232,2,0.15999999999999998,0.4869147659063625,0.07237065637065636,Medium,1,0,Loyal Promo-Driven
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,Yes,28,PayPal,Annually,1,1,1,1,24,2,0.44000000000000006,0.42551020408163265,0.15430888030888032,Low,1,0,Loyal Promo-Driven
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,27,Venmo,Quarterly,1,1,1,4,124,2,0.4,0.43589435774309726,0.148030888030888,Low,1,0,Loyal Promo-Driven
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,26,Venmo,Bi-Weekly,1,1,1,26,754,2,0.4,0.576670668267307,0.19667953667953667,High,0,0,Loyal Promo-Driven
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,Yes,22,Credit Card,Fortnightly,1,1,1,26,1794,2,0.11999999999999993,0.5358543417366947,0.17898841698841697,Premium,0,0,Loyal Promo-Driven
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Every 3 Months,1,1,1,4,316,2,0.8800000000000001,0.39507803121248497,0.33085714285714285,Medium,0,0,Casual Promo-Driven
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly,1,1,1,4,156,2,0.24000000000000005,0.3746698679471789,0.09450193050193051,Low,1,0,Casual Promo-Driven
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,1,1,1,52,4368,2,0.9600000000000002,0.8571428571428571,0.6717528957528958,Premium,0,0,Loyal Promo-Driven
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,Yes,42,Debit Card,Bi-Weekly,1,1,1,26,1716,2,0.6399999999999999,0.7399359743897559,0.3549652509652509,Premium,0,0,Loyal Promo-Driven
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,Yes,4,Venmo,Monthly,1,1,1,12,1104,2,0.8800000000000001,0.25610244097639057,0.3917065637065637,High,0,0,Casual Promo-Driven
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,Yes,47,Credit Card,Annually,1,1,1,1,45,2,0.0,0.6193877551020408,0.0019305019305019305,Low,1,0,Loyal Promo-Driven
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,Yes,13,Bank Transfer,Weekly,1,1,1,52,3848,2,0.7600000000000001,0.6224489795918368,0.5615984555984557,Premium,0,0,Loyal Promo-Driven
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,Yes,8,Bank Transfer,Quarterly,1,1,1,4,156,2,0.5599999999999999,0.24201680672268905,0.2065019305019305,Low,0,0,Casual Promo-Driven
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,Yes,11,Debit Card,Quarterly,1,1,1,4,284,2,0.4800000000000001,0.27262905162064827,0.1883861003861004,Medium,1,0,Casual Promo-Driven
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,5,Venmo,Annually,1,1,1,1,95,2,0.36,0.19081632653061223,0.13179150579150578,Low,1,0,Casual Promo-Driven
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,Yes,1,Credit Card,Monthly,1,1,1,12,864,2,0.9199999999999999,0.22549019607843135,0.38717374517374514,High,0,0,Casual Promo-Driven
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,17,PayPal,Every 3 Months,1,1,1,4,340,2,0.68,0.33385354141656665,0.2627104247104247,Medium,0,0,Casual Promo-Driven
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,1,1,1,4,216,2,0.36,0.43589435774309726,0.14113513513513515,Medium,1,0,Loyal Promo-Driven
755,36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Store Pickup,Yes,Yes,3,Debit Card,Quarterly,1,1,1,4,164,2,0.15999999999999998,0.19099639855942377,0.0671196911196911,Low,1,0,Casual Promo-Driven
756,66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,22,PayPal,Weekly,1,1,1,52,1248,2,0.31999999999999995,0.7142857142857143,0.20682625482625483,High,0,0,Loyal Promo-Driven
757,62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly,1,1,1,26,2574,2,0.9199999999999999,0.5562625050020008,0.5192200772200772,Premium,0,0,Loyal Promo-Driven
758,41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Store Pickup,Yes,Yes,18,Debit Card,Quarterly,1,1,1,4,128,2,0.5199999999999999,0.3440576230492197,0.19033976833976832,Low,0,0,Casual Promo-Driven
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,1,1,1,4,284,2,0.8399999999999999,0.5583433373349339,0.3143861003861003,Medium,0,0,Loyal Promo-Driven
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,1,1,1,26,1274,2,0.040000000000000036,0.5664665866346539,0.11083397683397685,High,0,0,Loyal Promo-Driven
761,33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Free Shipping,Yes,Yes,6,Cash,Annually,1,1,1,1,50,2,0.36,0.2010204081632653,0.12831660231660233,Low,1,0,Casual Promo-Driven
762,57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Express,Yes,Yes,26,Bank Transfer,Weekly,1,1,1,52,4732,2,0.68,0.7551020408163266,0.6018610038610039,Premium,0,0,Loyal Promo-Driven
763,45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Standard,Yes,Yes,43,Debit Card,Fortnightly,1,1,1,26,1196,2,0.5599999999999999,0.750140056022409,0.28681081081081083,High,0,0,Loyal Promo-Driven
764,61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,2-Day Shipping,Yes,Yes,6,Credit Card,Monthly,1,1,1,12,600,2,0.15999999999999998,0.2765106042416967,0.10078764478764478,High,0,0,Casual Promo-Driven
765,55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Free Shipping,Yes,Yes,6,Debit Card,Quarterly,1,1,1,4,156,2,0.68,0.22160864345738296,0.24850193050193048,Low,0,0,Casual Promo-Driven
766,54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly,1,1,1,4,396,2,0.2,0.29303721488595436,0.09903474903474903,Medium,1,0,Casual Promo-Driven
767,57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,Next Day Air,Yes,Yes,13,PayPal,Monthly,1,1,1,12,576,2,0.44000000000000006,0.3479391756702681,0.19693436293436295,High,0,0,Casual Promo-Driven
768,27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Next Day Air,Yes,Yes,11,Cash,Annually,1,1,1,1,77,2,0.0,0.25204081632653064,0.004401544401544401,Low,1,0,Casual Promo-Driven
769,64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,Express,Yes,Yes,45,Venmo,Weekly,1,1,1,52,4940,2,0.040000000000000036,0.9489795918367346,0.39392277992277996,Premium,0,0,Loyal Promo-Driven
770,52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,1,1,1,12,1200,2,0.72,0.29691876750700275,0.3431196911196911,High,0,0,Casual Promo-Driven
771,19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Express,Yes,Yes,8,Credit Card,Annually,1,1,1,1,54,2,0.31999999999999995,0.22142857142857142,0.1146254826254826,Low,1,0,Casual Promo-Driven
772,22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Next Day Air,Yes,Yes,34,Bank Transfer,Fortnightly,1,1,1,26,1768,2,0.040000000000000036,0.6583033213285314,0.148980694980695,Premium,0,0,Loyal Promo-Driven
773,18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Bi-Weekly,1,1,1,26,572,2,0.44000000000000006,0.7195278111244497,0.19662548262548263,Medium,0,0,Loyal Promo-Driven
774,29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Express,Yes,Yes,14,Debit Card,Bi-Weekly,1,1,1,26,2184,2,0.040000000000000036,0.4542216886754702,0.1811042471042471,Premium,0,0,Loyal Promo-Driven
775,42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Standard,Yes,Yes,11,Credit Card,Quarterly,1,1,1,4,184,2,0.4,0.27262905162064827,0.15266409266409264,Low,1,0,Casual Promo-Driven
776,49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,1,1,1,12,636,2,0.2,0.29691876750700275,0.11756756756756756,High,0,0,Casual Promo-Driven
777,49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,Standard,Yes,Yes,8,Venmo,Every 3 Months,1,1,1,4,240,2,1.0,0.24201680672268905,0.36698841698841694,Medium,0,0,Casual Promo-Driven
778,55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Express,Yes,Yes,37,Venmo,Weekly,1,1,1,52,1664,2,0.0,0.8673469387755103,0.12694980694980695,Premium,0,0,Loyal Promo-Driven
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,1,1,1,1,50,2,0.15999999999999998,0.37448979591836734,0.0583166023166023,Low,1,0,Casual Promo-Driven
780,60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Express,Yes,Yes,38,Cash,Annually,1,1,1,1,94,2,0.8399999999999999,0.5275510204081633,0.29971428571428566,Low,0,0,Loyal Promo-Driven
781,34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Free Shipping,Yes,Yes,38,Cash,Quarterly,1,1,1,4,104,2,0.44000000000000006,0.5481392557022808,0.16048648648648647,Low,1,0,Loyal Promo-Driven
782,30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,Store Pickup,Yes,Yes,12,Credit Card,Fortnightly,1,1,1,26,1144,2,0.2,0.43381352541016405,0.1567953667953668,High,0,0,Loyal Promo-Driven
783,28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,Standard,Yes,Yes,15,Cash,Weekly,1,1,1,52,2964,2,0.8,0.6428571428571428,0.5073359073359073,Premium,0,0,Loyal Promo-Driven
784,63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Next Day Air,Yes,Yes,38,PayPal,Fortnightly,1,1,1,26,1690,2,0.8,0.6991196478591436,0.4089575289575289,Premium,0,0,Loyal Promo-Driven
785,31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Store Pickup,Yes,Yes,41,Bank Transfer,Every 3 Months,1,1,1,4,288,2,0.2800000000000001,0.57875150060024,0.11869498069498072,Medium,1,0,Loyal Promo-Driven
786,46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Next Day Air,Yes,Yes,37,PayPal,Fortnightly,1,1,1,26,1612,2,0.6,0.6889155662264906,0.33293436293436296,High,0,0,Loyal Promo-Driven
787,70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Express,Yes,Yes,16,Bank Transfer,Every 3 Months,1,1,1,4,84,2,0.9199999999999999,0.3236494597839136,0.3269420849420849,Low,0,0,Casual Promo-Driven
788,53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly,1,1,1,52,4420,2,0.4800000000000001,0.7448979591836734,0.5077683397683398,Premium,0,0,Loyal Promo-Driven
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,1,1,1,4,204,2,0.5199999999999999,0.3440576230492197,0.19620849420849418,Medium,0,0,Casual Promo-Driven
790,33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,1,1,1,26,2184,2,0.08000000000000007,0.3521808723489396,0.19510424710424712,Premium,0,0,Casual Promo-Driven
791,22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Quarterly,1,1,1,4,148,2,0.9600000000000002,0.2828331332533013,0.3458841698841699,Low,0,0,Casual Promo-Driven
792,50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,2-Day Shipping,Yes,Yes,35,PayPal,Fortnightly,1,1,1,26,1144,2,0.24000000000000005,0.6685074029611845,0.1707953667953668,High,0,0,Loyal Promo-Driven
793,34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Next Day Air,Yes,Yes,45,Venmo,Weekly,1,1,1,52,2340,2,0.68,0.9489795918367346,0.4171505791505792,Premium,0,0,Loyal Promo-Driven
794,24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Free Shipping,Yes,Yes,16,Credit Card,Monthly,1,1,1,12,420,2,0.5199999999999999,0.3785514205682273,0.21288803088803085,Medium,0,0,Casual Promo-Driven
795,69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Store Pickup,Yes,Yes,10,Debit Card,Fortnightly,1,1,1,26,1300,2,0.68,0.4134053621448579,0.33684169884169884,High,0,0,Loyal Promo-Driven
796,39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Store Pickup,Yes,Yes,34,Venmo,Annually,1,1,1,1,26,2,0.8399999999999999,0.486734693877551,0.2944633204633204,Low,0,0,Loyal Promo-Driven
797,42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Annually,1,1,1,1,78,2,0.6,0.5785714285714285,0.21447876447876446,Low,0,0,Loyal Promo-Driven
798,42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,2-Day Shipping,Yes,Yes,38,Debit Card,Weekly,1,1,1,52,4264,2,0.6,0.8775510204081632,0.5377220077220077,Premium,0,0,Loyal Promo-Driven
799,29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,48,PayPal,Every 3 Months,1,1,1,4,156,2,0.5199999999999999,0.6501800720288116,0.19250193050193048,Low,0,0,Loyal Promo-Driven
800,55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.8,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,1,1,1,1,55,2,0.5199999999999999,0.45612244897959187,0.18470270270270267,Low,0,0,Loyal Promo-Driven
801,32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Free Shipping,Yes,Yes,20,Cash,Every 3 Months,1,1,1,4,80,2,0.040000000000000036,0.3644657863145258,0.018633204633204642,Low,1,0,Casual Promo-Driven
